fight_date,boxer_a,boxer_b,winner,method,round,weight_class,location,source_url
2023-02-02,Erik Bazinyan,Alantez Fox,Erik Bazinyan,decision_majority,10,,"Montreal Casino, Montreal, Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2022-06-23,Erik Bazinyan,Marcelo Cóceres,Erik Bazinyan,decision_unanimous,10,,"Montreal Casino, Montreal, Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2022-03-03,Erik Bazinyan,Reinaldo Paniagua,Erik Bazinyan,tko,9,,"Montreal, Quebec , Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2021-06-04,Erik Bazinyan,Scott Sigmon,Erik Bazinyan,tko,2,,"Hotel Holiday Inn, Cuernavaca , Mexico",https://en.wikipedia.org/wiki/Erik_Bazinyan
2020-02-21,Erik Bazinyan,Timo Laine,Erik Bazinyan,tko,6,,"Le Centre Financier Sun Life , Rimouski , Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2019-12-13,Erik Bazinyan,Saúl Román,Erik Bazinyan,ko,3,,"Fantasy Springs Resort Casino , Indio, California , U.S.",https://en.wikipedia.org/wiki/Erik_Bazinyan
2019-05-02,Erik Bazinyan,Alan Campa,Erik Bazinyan,decision_unanimous,10,,"Hard Rock Hotel & Casino , The Joint , Paradise, Nevada , U.S.",https://en.wikipedia.org/wiki/Erik_Bazinyan
2018-12-14,Erik Bazinyan,Ricardo Adrian Luna,Erik Bazinyan,tko,5,,"Shaw Conference Centre , Edmonton , Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2018-10-13,Erik Bazinyan,Francy Ntetu,Erik Bazinyan,tko,6,,"Montreal Casino, Montreal, Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2018-06-23,Erik Bazinyan,David Zegarra,Erik Bazinyan,tko,4,,"Montreal Casino, Montreal, Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2018-05-26,Erik Bazinyan,Alejandro Gustavo Falliga,Erik Bazinyan,tko,3,,"Centre Vidéotron, Quebec City , Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2018-03-31,Erik Bazinyan,Ferenc Albert,Erik Bazinyan,tko,3,,"Montreal Casino, Montreal, Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2017-09-09,Erik Bazinyan,Bernard Donfack,Erik Bazinyan,ko,2,,"Tohu, Montreal, Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2017-06-10,Erik Bazinyan,Rolando Paredes,Erik Bazinyan,tko,4,,"Tohu, Montreal, Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2017-04-08,Erik Bazinyan,Alis Sijaric,Erik Bazinyan,tko,4,,"Tohu, Montreal, Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2016-09-03,Erik Bazinyan,Aro Schwartz,Erik Bazinyan,decision_unanimous,10,,"Tohu, Montreal, Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2016-06-17,Erik Bazinyan,Zoltan Sera,Erik Bazinyan,ko,2,,"Tohu, Montreal, Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2016-03-12,Erik Bazinyan,Gergo Horvath,Erik Bazinyan,ko,2,,"Tohu, Montreal, Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2016-01-21,Erik Bazinyan,Michal Ludwiczak,Erik Bazinyan,decision_unanimous,8,,"Montreal Casino, Montreal, Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2015-10-24,Erik Bazinyan,Roody Rene,Erik Bazinyan,tko,4,,"Complexe Sportif Gilles Tremblay, Repentigny , Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2015-08-15,Erik Bazinyan,LeeAnthony Spitzka,Erik Bazinyan,ko,3,,"Bell Centre, Montreal, Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2015-03-27,Erik Bazinyan,Morgan Le Gal,Erik Bazinyan,tko,5,,"Olympia Theatre , Montreal, Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2014-11-07,Erik Bazinyan,Victor Manuel Palacios,Erik Bazinyan,ko,1,,"Château Vaudreuil , Vaudreuil-Dorion , Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2014-09-27,Erik Bazinyan,Baptiste Castegnaro,Erik Bazinyan,decision_unanimous,6,,"Bell Centre, Montreal, Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2014-06-28,Erik Bazinyan,Gary Kopas,Erik Bazinyan,decision_unanimous,6,,"Soccerplexe Catalogna , Lachine , Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2014-05-24,Erik Bazinyan,Jaudiel Zepeda,Erik Bazinyan,decision_unanimous,4,,"Bell Centre , Montreal , Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2014-03-21,Erik Bazinyan,Alexandre Bouvier,Erik Bazinyan,tko,3,,"Holiday Inn, Pointe-Claire, Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2013-11-08,Erik Bazinyan,Ahmad Selemani,Erik Bazinyan,tko,4,,"Holiday Inn, Pointe-Claire , Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2013-09-21,Erik Bazinyan,Matt Heim,Erik Bazinyan,ko,1,,"Halifax Forum , Halifax , Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2025-08-16,Gavin Gwynne,Owen Durnan,Gavin Gwynne,pts,6,,"Neath Sports Centre, Neath , Wales",https://en.wikipedia.org/wiki/Gavin_Gwynne
2024-03-08,Gavin Gwynne,Mark Chamberlain,Mark Chamberlain,tko,4,,"Kingdom Arena , Riyadh , Saudi Arabia",https://en.wikipedia.org/wiki/Gavin_Gwynne
2023-12-01,Gavin Gwynne,Emiliano Marsili,Gavin Gwynne,tko_corner,8,,"York Hall, Bethnal Green, England",https://en.wikipedia.org/wiki/Gavin_Gwynne
2023-04-22,Gavin Gwynne,Craig Woodruff,Gavin Gwynne,tko,5,,"Motorpoint Arena, Cardiff, Wales",https://en.wikipedia.org/wiki/Gavin_Gwynne
2022-09-17,Gavin Gwynne,Craig Woodruff,,decision_majority,12,,"Bolton Whites Hotel, Bolton , England",https://en.wikipedia.org/wiki/Gavin_Gwynne
2022-04-15,Gavin Gwynne,Luke Willis,Gavin Gwynne,decision_unanimous,12,,"York Hall, Bethnal Green , England",https://en.wikipedia.org/wiki/Gavin_Gwynne
2021-11-27,Gavin Gwynne,Jack O'Keeffe,Gavin Gwynne,decision_unanimous,12,,"LC2, Swansea , Wales",https://en.wikipedia.org/wiki/Gavin_Gwynne
2020-08-01,Gavin Gwynne,James Tennyson,James Tennyson,tko,6,,"Matchroom Headquarters, Brentwood , England",https://en.wikipedia.org/wiki/Gavin_Gwynne
2019-11-30,Gavin Gwynne,Abdon Cesar,Gavin Gwynne,tko,1,,"Active Living Centre, Pontypool , Wales",https://en.wikipedia.org/wiki/Gavin_Gwynne
2019-06-29,Gavin Gwynne,Arnoldo Solano,Gavin Gwynne,pts,8,,"Merthyr Leisure Centre, Merthyr Tydfil, Wales",https://en.wikipedia.org/wiki/Gavin_Gwynne
2018-10-27,Gavin Gwynne,Myron Mills,Gavin Gwynne,decision_unanimous,10,,"Newport Centre , Newport , Wales",https://en.wikipedia.org/wiki/Gavin_Gwynne
2018-04-14,Gavin Gwynne,Dean Evans,Gavin Gwynne,pts,6,,"{ Ice Arena Wales , Cardiff, Wales",https://en.wikipedia.org/wiki/Gavin_Gwynne
2017-12-15,Gavin Gwynne,Henry Janes,Gavin Gwynne,pts,10,,"Merthyr Leisure Centre, Merthyr Tydfil, Wales",https://en.wikipedia.org/wiki/Gavin_Gwynne
2017-10-14,Gavin Gwynne,Fonz Alexander,Gavin Gwynne,pts,8,,"Merthyr Leisure Centre, Merthyr Tydfil, Wales",https://en.wikipedia.org/wiki/Gavin_Gwynne
2017-05-26,Gavin Gwynne,Ibrar Riyaz,Gavin Gwynne,pts,4,,"Motorpoint Arena , Cardiff , Wales",https://en.wikipedia.org/wiki/Gavin_Gwynne
2017-04-22,Gavin Gwynne,Adam Bannister,Gavin Gwynne,pts,4,,"Leisure Centre, Ebbw Vale , Wales",https://en.wikipedia.org/wiki/Gavin_Gwynne
2017-03-25,Gavin Gwynne,Jamie Quinn,Gavin Gwynne,pts,6,,"Rhydycar Leisure Centre, Merthyr Tydfil, Wales",https://en.wikipedia.org/wiki/Gavin_Gwynne
2016-11-21,Gavin Gwynne,Andy Harris,Gavin Gwynne,pts,4,,"Sheraton Grand Park Hotel, London , England",https://en.wikipedia.org/wiki/Gavin_Gwynne
2016-10-08,Gavin Gwynne,Yaddollah Ghasemi,Gavin Gwynne,tko,4,,"Rhondda Fach Sports Centre, Tylorstown , Wales",https://en.wikipedia.org/wiki/Gavin_Gwynne
2016-07-23,Gavin Gwynne,Joe Beeden,Gavin Gwynne,pts,4,,"Rhydycar Leisure Centre, Merthyr Tydfil , Wales",https://en.wikipedia.org/wiki/Gavin_Gwynne
2025-03-01,Gervonta Davis,Lamont Roach Jr.,,decision_majority,12,,"Barclays Center, New York City, New York, U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2024-06-15,Gervonta Davis,Frank Martin,Gervonta Davis,ko,8,,"MGM Grand Garden Arena, Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2023-01-07,Gervonta Davis,Héctor García,Gervonta Davis,tko_corner,9,,"Capital One Arena , Washington, D.C., U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2021-12-05,Gervonta Davis,Isaac Cruz,Gervonta Davis,decision_unanimous,12,,"Staples Center , Los Angeles, California",https://en.wikipedia.org/wiki/Gervonta_Davis
2021-06-26,Gervonta Davis,Mario Barrios,Gervonta Davis,tko,11,,"State Farm Arena, Atlanta, Georgia, U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2020-10-31,Gervonta Davis,Léo Santa Cruz,Gervonta Davis,ko,6,,"Alamodome , San Antonio , Texas, U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2019-12-28,Gervonta Davis,Yuriorkis Gamboa,Gervonta Davis,tko,12,,"State Farm Arena , Atlanta , Georgia, U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2019-07-27,Gervonta Davis,Ricardo Núñez,Gervonta Davis,tko,2,,"Royal Farms Arena , Baltimore, Maryland, U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2019-02-09,Gervonta Davis,Hugo Ruiz,Gervonta Davis,ko,1,,"Dignity Health Sports Park , Carson, California , U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2018-04-21,Gervonta Davis,Jesús Cuellar,Gervonta Davis,ko,3,,"Barclays Center, New York City, New York, U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2017-08-26,Gervonta Davis,Francisco Fonseca,Gervonta Davis,ko,8,,"T-Mobile Arena , Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2017-05-20,Gervonta Davis,Liam Walsh,Gervonta Davis,ko,3,,"Copper Box Arena , London, England",https://en.wikipedia.org/wiki/Gervonta_Davis
2016-06-03,Gervonta Davis,Mario Antonio Macias,Gervonta Davis,ko,1,,"Hard Rock Live , Hollywood, Florida , U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2016-04-01,Gervonta Davis,Guillermo Avila,Gervonta Davis,tko,6,,"D.C. Armory, Washington, D.C., U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2015-12-18,Gervonta Davis,Luis Sanchez,Gervonta Davis,ko,9,,"Pearl Concert Theater , Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2015-10-30,Gervonta Davis,Cristóbal Cruz,Gervonta Davis,tko,3,,"The Venue at UCF , Orlando, Florida , U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2015-09-12,Gervonta Davis,Recky Dulay,Gervonta Davis,tko,1,,"MGM Grand Garden Arena , Paradise, Nevada , U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2015-05-22,Gervonta Davis,Alberto Mora,Gervonta Davis,tko,1,,"The Claridge Hotel , Atlantic City, New Jersey , U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2015-02-20,Gervonta Davis,Israel Suarez,Gervonta Davis,ko,1,,"Consol Energy Center , Pittsburgh , Pennsylvania, U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2014-10-08,Gervonta Davis,Germán Meraz,Gervonta Davis,decision_unanimous,6,,"Beau Rivage , Biloxi, Mississippi , U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2014-08-01,Gervonta Davis,Hector Lopez,Gervonta Davis,ko,1,,"Little Creek Casino Resort , Shelton, Washington , U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2014-05-16,Gervonta Davis,Joshua Arocho,Gervonta Davis,tko,2,,"Foxwoods Resort Casino , Ledyard, Connecticut , U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2013-12-14,Gervonta Davis,James Franks,Gervonta Davis,tko,2,,"Convention Center , Washington, D.C., U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2013-10-17,Gervonta Davis,Eric Jamar Goodall,Gervonta Davis,tko,4,,"ArtsQuest Center at SteelStacks, Bethlehem, Pennsylvania , U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2013-07-20,Gervonta Davis,Rafael Casias,Gervonta Davis,tko,2,,"Physical Education Complex , Baltimore , Maryland, U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2013-06-08,Gervonta Davis,Jonathan Gears,Gervonta Davis,ko,1,,"Echostage, Washington, D.C., U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2013-04-20,Gervonta Davis,Jacob Ninow,Gervonta Davis,tko,2,,"The Show Place Arena , Upper Marlboro, Maryland , U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2013-02-22,Gervonta Davis,Desi Williams,Gervonta Davis,ko,1,,"D.C. Armory , Washington, D.C., U.S.",https://en.wikipedia.org/wiki/Gervonta_Davis
2025-07-05,Jack Catterall,Harlem Eubank,Jack Catterall,td,7,,"Manchester Arena, Manchester, England",https://en.wikipedia.org/wiki/Jack_Catterall
2025-02-15,Jack Catterall,Arnold Barboza Jr.,Arnold Barboza Jr.,decision_split,12,,"Co-op Live, Manchester, England",https://en.wikipedia.org/wiki/Jack_Catterall
2024-10-26,Jack Catterall,Regis Prograis,Jack Catterall,decision_unanimous,12,,"Co-op Live , Manchester, England",https://en.wikipedia.org/wiki/Jack_Catterall
2024-05-25,Jack Catterall,Josh Taylor,Jack Catterall,decision_unanimous,12,,"First Direct Arena, Leeds, England",https://en.wikipedia.org/wiki/Jack_Catterall
2023-10-21,Jack Catterall,Jorge Linares,Jack Catterall,decision_unanimous,12,,"M&S Bank Arena , Liverpool, England",https://en.wikipedia.org/wiki/Jack_Catterall
2023-05-27,Jack Catterall,Darragh Foley,Jack Catterall,decision_unanimous,10,,"Manchester Arena, Manchester, England",https://en.wikipedia.org/wiki/Jack_Catterall
2022-02-26,Jack Catterall,Josh Taylor,Josh Taylor,decision_split,12,,"OVO Hydro , Glasgow , Scotland",https://en.wikipedia.org/wiki/Jack_Catterall
2020-11-28,Jack Catterall,Abderrazak Houya,Jack Catterall,pts,10,,"Church House , London, England",https://en.wikipedia.org/wiki/Jack_Catterall
2019-11-22,Jack Catterall,Timo Schwarzkopf,Jack Catterall,decision_unanimous,10,,"Caesars Palace Dubai, Dubai , United Arab Emirates",https://en.wikipedia.org/wiki/Jack_Catterall
2019-04-27,Jack Catterall,Oscar Amador,Jack Catterall,ko,3,,"The SSE Arena , London , England",https://en.wikipedia.org/wiki/Jack_Catterall
2018-10-06,Jack Catterall,Ohara Davies,Jack Catterall,decision_unanimous,12,,"Leicester Arena , Leicester , England",https://en.wikipedia.org/wiki/Jack_Catterall
2018-06-30,Jack Catterall,Tyrone McKenna,Jack Catterall,decision_unanimous,12,,"The SSE Arena , Belfast , Northern Ireland",https://en.wikipedia.org/wiki/Jack_Catterall
2018-05-19,Jack Catterall,Christopher Sebire,Jack Catterall,tko,1,,"Elland Road , Leeds, England",https://en.wikipedia.org/wiki/Jack_Catterall
2018-03-31,Jack Catterall,Kevin McCauley,Jack Catterall,ko,1,,"Guild Hall , Preston , England",https://en.wikipedia.org/wiki/Jack_Catterall
2017-10-21,Jack Catterall,Tyrone Nurse,Jack Catterall,decision_unanimous,12,,"First Direct Arena , Leeds , England",https://en.wikipedia.org/wiki/Jack_Catterall
2017-04-08,Jack Catterall,Martin Gethin,Jack Catterall,tko,3,,"Manchester Arena, Manchester, England",https://en.wikipedia.org/wiki/Jack_Catterall
2016-12-03,Jack Catterall,Diego Gonzalo Luque,Jack Catterall,decision_unanimous,10,,"Lagoon Leisure Centre, Paisley , Scotland",https://en.wikipedia.org/wiki/Jack_Catterall
2016-08-12,Jack Catterall,Łukasz Janik,Jack Catterall,pts,8,,"Village Hotel, Ashton-under-Lyne , England",https://en.wikipedia.org/wiki/Jack_Catterall
2016-05-13,Jack Catterall,Joe Hughes,Jack Catterall,decision_unanimous,12,,"Macron Stadium's Premier Suite , Bolton, England",https://en.wikipedia.org/wiki/Jack_Catterall
2015-12-19,Jack Catterall,Noe Nunez,Jack Catterall,tko,3,,"Manchester Arena, Manchester, England",https://en.wikipedia.org/wiki/Jack_Catterall
2015-10-10,Jack Catterall,Jarkko Putkonen,Jack Catterall,decision_unanimous,10,,"Manchester Arena , Manchester, England",https://en.wikipedia.org/wiki/Jack_Catterall
2015-07-11,Jack Catterall,Gabriel Fernando Punalef Calfin,Jack Catterall,tko,6,,"Manchester Velodrome , Manchester, England",https://en.wikipedia.org/wiki/Jack_Catterall
2015-03-06,Jack Catterall,Cesar David Inalef,Jack Catterall,tko,5,,"Echo Arena, Liverpool, England",https://en.wikipedia.org/wiki/Jack_Catterall
2014-10-25,Jack Catterall,Tom Stalker,Jack Catterall,tko,8,,"Echo Arena , Liverpool, England",https://en.wikipedia.org/wiki/Jack_Catterall
2014-07-26,Jack Catterall,Nathan Brough,Jack Catterall,tko,2,,"Phones 4u Arena , Manchester, England",https://en.wikipedia.org/wiki/Jack_Catterall
2014-05-10,Jack Catterall,Krzysztof Szot,Jack Catterall,pts,8,,"Olympia , Liverpool , England",https://en.wikipedia.org/wiki/Jack_Catterall
2014-03-08,Jack Catterall,Aleksas Vaseris,Jack Catterall,tko,5,,"Bowlers Exhibition Centre, Manchester, England",https://en.wikipedia.org/wiki/Jack_Catterall
2013-11-22,Jack Catterall,Renald Garrido,Jack Catterall,pts,6,,"Bowlers Exhibition Centre, Manchester, England",https://en.wikipedia.org/wiki/Jack_Catterall
2013-06-07,Jack Catterall,Tom Price,Jack Catterall,ko,2,,"Winter Gardens, Blackpool, England",https://en.wikipedia.org/wiki/Jack_Catterall
2013-04-27,Jack Catterall,Mark McKray,Jack Catterall,pts,4,,"Sheffield Arena , Sheffield , England",https://en.wikipedia.org/wiki/Jack_Catterall
2013-03-09,Jack Catterall,Carl Allen,Jack Catterall,tko,4,,"De Vere Whites Hotel, Bolton , England",https://en.wikipedia.org/wiki/Jack_Catterall
2012-12-14,Jack Catterall,Johnny Greaves,Jack Catterall,tko,1,,"Winter Gardens, Blackpool , England",https://en.wikipedia.org/wiki/Jack_Catterall
2012-09-22,Jack Catterall,Carl Allen,Jack Catterall,pts,4,,"Bowlers Exhibition Centre, Manchester , England",https://en.wikipedia.org/wiki/Jack_Catterall
2025-08-23,Jamaine Ortiz,Ambiorix Bautista,Jamaine Ortiz,tko,3,,"Caribe Royale Orlando, Orlando, Florida, U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2025-03-15,Jamaine Ortiz,Yomar Álamo,Jamaine Ortiz,decision_unanimous,10,,"Caribe Royale Orlando, Orlando, Florida, U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2024-11-01,Jamaine Ortiz,Cristian Ruben Mino,Jamaine Ortiz,tko,4,,"Caribe Royale Orlando, Orlando, Florida, U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2023-09-15,Jamaine Ortiz,Antonio Moran,Jamaine Ortiz,decision_unanimous,10,,"American Bank Center , Corpus Christi, Texas , U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2022-10-29,Jamaine Ortiz,Vasiliy Lomachenko,Vasiliy Lomachenko,decision_unanimous,12,,"Madison Square Garden , New York City, New York , U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2022-05-21,Jamaine Ortiz,Jamel Herring,Jamaine Ortiz,decision_unanimous,10,,"Resorts World Las Vegas , Paradise, Nevada , U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2022-02-18,Jamaine Ortiz,Nahir Albright,Jamaine Ortiz,decision_unanimous,10,,"Caribe Royale Orlando, Orlando, Florida , U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2021-04-24,Jamaine Ortiz,Joseph Adorno,,decision_majority,8,,"Silver Spurs Arena , Kissimmee, Florida , U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2020-11-28,Jamaine Ortiz,Sulaiman Segawa,Jamaine Ortiz,ko,7,,"Staples Center , Los Angeles, California , U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2020-02-28,Jamaine Ortiz,Luis Castillo Leal,Jamaine Ortiz,tko,2,,"Palladium , Worcester, Massachusetts , U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2019-09-09,Jamaine Ortiz,Romain Couture,Jamaine Ortiz,decision_unanimous,8,,"Twin River Event Center, Lincoln, Rhode Island, U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2019-04-26,Jamaine Ortiz,Vitor Jones,Jamaine Ortiz,tko,1,,"Twin River Event Center, Lincoln, Rhode Island, U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2019-02-23,Jamaine Ortiz,Ricardo Quiroz,Jamaine Ortiz,decision_unanimous,8,,"Twin River Event Center, Lincoln, Rhode Island, U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2018-05-11,Jamaine Ortiz,Tyrone Luckey,Jamaine Ortiz,tko,3,,"Twin River Event Center, Lincoln, Rhode Island, U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2018-02-23,Jamaine Ortiz,Victor Rosas,Jamaine Ortiz,decision_unanimous,6,,"Twin River Event Center, Lincoln, Rhode Island, U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2017-12-07,Jamaine Ortiz,Derrick Murray,Jamaine Ortiz,decision_unanimous,6,,"Twin River Event Center, Lincoln, Rhode Island, U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2017-09-16,Jamaine Ortiz,Darnell Pettis,Jamaine Ortiz,tko_corner,3,,"Twin River Event Center, Lincoln, Rhode Island, U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2017-08-26,Jamaine Ortiz,Angel Figueroa,Jamaine Ortiz,decision_unanimous,4,,"Foxwoods Resort , Mashantucket , Connecticut, U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2017-04-07,Jamaine Ortiz,Glenn Mitchell,Jamaine Ortiz,tko,3,,"Twin River Event Center, Lincoln, Rhode Island, U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2017-02-04,Jamaine Ortiz,Canton Miller,Jamaine Ortiz,decision_majority,4,,"Twin River Event Center, Lincoln, Rhode Island, U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2016-07-15,Jamaine Ortiz,Kimmy St Pierre,Jamaine Ortiz,tko_corner,3,,"Twin River Event Center, Lincoln, Rhode Island, U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2016-05-13,Jamaine Ortiz,Josh Parker,Jamaine Ortiz,tko_corner,1,,"Twin River Event Center, Lincoln, Rhode Island , U.S.",https://en.wikipedia.org/wiki/Jamaine_Ortiz
2024-04-03,Jamel Herring,Jackson Jon England,Jackson Jon England,decision_split,10,,"Adelaide Arena , Adelaide , Australia",https://en.wikipedia.org/wiki/Jamel_Herring
2023-11-07,Jamel Herring,Nicholas Molina,Jamel Herring,tko,1,,"Edison Ballroom, Manhattan, New York , U.S.",https://en.wikipedia.org/wiki/Jamel_Herring
2021-04-03,Jamel Herring,Carl Frampton,Jamel Herring,tko,6,,"The Rotunda Caesars Palace Bluewaters, Dubai , United Arab Emirates",https://en.wikipedia.org/wiki/Jamel_Herring
2020-09-05,Jamel Herring,Jonathan Oquendo,Jamel Herring,dq,8,,"MGM Grand Conference Center, Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Jamel_Herring
2019-11-09,Jamel Herring,Lamont Roach Jr.,Jamel Herring,decision_unanimous,12,,"Chukchansi Park , Fresno, California, U.S.",https://en.wikipedia.org/wiki/Jamel_Herring
2019-05-25,Jamel Herring,Masayuki Ito,Jamel Herring,decision_unanimous,12,,"Osceola Heritage Park, Kissimmee, Florida , U.S.",https://en.wikipedia.org/wiki/Jamel_Herring
2018-12-14,Jamel Herring,Adeilson Dos Santos,Jamel Herring,decision_unanimous,8,,"American Bank Center , Corpus Christi, Texas , U.S.",https://en.wikipedia.org/wiki/Jamel_Herring
